"","Item","Suport","Confidence"
"20295","{chocolate,domestic eggs,fruit/vegetable juice,yogurt}","6","0.00238758"
"20296","{chocolate,domestic eggs,hamburger meat}","5","0.00198965"
"20297","{chocolate,domestic eggs,long life bakery product}","7","0.00278552"
"20298","{chocolate,domestic eggs,margarine}","5","0.00198965"
"20299","{chocolate,domestic eggs,napkins}","6","0.00238758"
"20300","{chocolate,domestic eggs,napkins,pastry}","5","0.00198965"
"20301","{chocolate,domestic eggs,onions}","5","0.00198965"
"20302","{chocolate,domestic eggs,other vegetables}","11","0.00437724"
"20303","{chocolate,domestic eggs,other vegetables,rolls/buns}","5","0.00198965"
"20304","{chocolate,domestic eggs,other vegetables,sausage}","6","0.00238758"
"20305","{chocolate,domestic eggs,other vegetables,soda}","6","0.00238758"
"20306","{chocolate,domestic eggs,other vegetables,whole milk}","8","0.00318345"
"20307","{chocolate,domestic eggs,other vegetables,yogurt}","5","0.00198965"
"20308","{chocolate,domestic eggs,pastry}","13","0.0051731"
"20309","{chocolate,domestic eggs,pastry,yogurt}","5","0.00198965"
"20310","{chocolate,domestic eggs,pip fruit}","7","0.00278552"
"20311","{chocolate,domestic eggs,pip fruit,whole milk}","6","0.00238758"
"20312","{chocolate,domestic eggs,pork}","5","0.00198965"
"20313","{chocolate,domestic eggs,rolls/buns}","13","0.0051731"
"20314","{chocolate,domestic eggs,rolls/buns,shopping bags}","5","0.00198965"
"20315","{chocolate,domestic eggs,rolls/buns,soda}","7","0.00278552"
"20316","{chocolate,domestic eggs,rolls/buns,whole milk}","6","0.00238758"
"20317","{chocolate,domestic eggs,rolls/buns,yogurt}","6","0.00238758"
"20318","{chocolate,domestic eggs,root vegetables}","6","0.00238758"
"20319","{chocolate,domestic eggs,root vegetables,whole milk}","5","0.00198965"
"20320","{chocolate,domestic eggs,salty snack}","6","0.00238758"
"20321","{chocolate,domestic eggs,sausage}","12","0.00477517"
"20322","{chocolate,domestic eggs,sausage,soda}","6","0.00238758"
"20323","{chocolate,domestic eggs,sausage,whole milk}","10","0.00397931"
"20324","{chocolate,domestic eggs,shopping bags}","10","0.00397931"
"20325","{chocolate,domestic eggs,shopping bags,whole milk}","5","0.00198965"
"20326","{chocolate,domestic eggs,shopping bags,yogurt}","5","0.00198965"
"20327","{chocolate,domestic eggs,soda}","14","0.00557103"
"20328","{chocolate,domestic eggs,soda,whole milk}","8","0.00318345"
"20329","{chocolate,domestic eggs,soda,yogurt}","6","0.00238758"
"20330","{chocolate,domestic eggs,tropical fruit}","8","0.00318345"
"20331","{chocolate,domestic eggs,tropical fruit,whole milk}","6","0.00238758"
"20332","{chocolate,domestic eggs,whipped/sour cream}","5","0.00198965"
"20333","{chocolate,domestic eggs,white bread}","8","0.00318345"
"20334","{chocolate,domestic eggs,white bread,whole milk}","5","0.00198965"
"20335","{chocolate,domestic eggs,whole milk}","20","0.00795862"
"20336","{chocolate,domestic eggs,whole milk,yogurt}","6","0.00238758"
"20337","{chocolate,domestic eggs,yogurt}","14","0.00557103"
"20338","{chocolate,female sanitary products}","9","0.00358138"
"20339","{chocolate,female sanitary products,yogurt}","5","0.00198965"
"20340","{chocolate,finished products}","12","0.00477517"
"20341","{chocolate,finished products,fruit/vegetable juice}","5","0.00198965"
"20342","{chocolate,finished products,pastry}","5","0.00198965"
"20343","{chocolate,flour}","18","0.00716275"
"20344","{chocolate,flour,margarine}","5","0.00198965"
"20345","{chocolate,flour,napkins}","5","0.00198965"
"20346","{chocolate,flour,other vegetables}","6","0.00238758"
"20347","{chocolate,flour,other vegetables,whole milk}","5","0.00198965"
"20348","{chocolate,flour,pastry}","5","0.00198965"
"20349","{chocolate,flour,pip fruit}","5","0.00198965"
"20350","{chocolate,flour,pork}","5","0.00198965"
"20351","{chocolate,flour,salty snack}","5","0.00198965"
"20352","{chocolate,flour,soda}","6","0.00238758"
"20353","{chocolate,flour,sugar}","9","0.00358138"
"20354","{chocolate,flour,sugar,whole milk}","6","0.00238758"
"20355","{chocolate,flour,whipped/sour cream}","6","0.00238758"
"20356","{chocolate,flour,whole milk}","9","0.00358138"
"20357","{chocolate,flower (seeds)}","8","0.00318345"
"20358","{chocolate,frankfurter}","40","0.0159172"
"20359","{chocolate,frankfurter,fruit/vegetable juice}","8","0.00318345"
"20360","{chocolate,frankfurter,fruit/vegetable juice,pastry}","6","0.00238758"
"20361","{chocolate,frankfurter,hamburger meat}","5","0.00198965"
"20362","{chocolate,frankfurter,hamburger meat,whole milk}","5","0.00198965"
"20363","{chocolate,frankfurter,margarine}","5","0.00198965"
"20364","{chocolate,frankfurter,other vegetables}","15","0.00596896"
"20365","{chocolate,frankfurter,other vegetables,pastry}","6","0.00238758"
"20366","{chocolate,frankfurter,other vegetables,rolls/buns}","7","0.00278552"
"20367","{chocolate,frankfurter,other vegetables,root vegetables}","5","0.00198965"
"20368","{chocolate,frankfurter,other vegetables,tropical fruit}","5","0.00198965"
"20369","{chocolate,frankfurter,other vegetables,waffles}","5","0.00198965"
"20370","{chocolate,frankfurter,other vegetables,whole milk}","5","0.00198965"
"20371","{chocolate,frankfurter,other vegetables,yogurt}","5","0.00198965"
"20372","{chocolate,frankfurter,pastry}","14","0.00557103"
"20373","{chocolate,frankfurter,pastry,rolls/buns}","6","0.00238758"
"20374","{chocolate,frankfurter,pastry,white bread}","6","0.00238758"
"20375","{chocolate,frankfurter,pastry,white bread,whole milk}","5","0.00198965"
"20376","{chocolate,frankfurter,pastry,whole milk}","7","0.00278552"
"20377","{chocolate,frankfurter,pip fruit}","7","0.00278552"
"20378","{chocolate,frankfurter,pork}","5","0.00198965"
"20379","{chocolate,frankfurter,rolls/buns}","14","0.00557103"
"20380","{chocolate,frankfurter,root vegetables}","8","0.00318345"
"20381","{chocolate,frankfurter,salty snack}","6","0.00238758"
"20382","{chocolate,frankfurter,sausage}","9","0.00358138"
"20383","{chocolate,frankfurter,shopping bags}","8","0.00318345"
"20384","{chocolate,frankfurter,soda}","11","0.00437724"
"20385","{chocolate,frankfurter,sugar}","5","0.00198965"
"20386","{chocolate,frankfurter,tropical fruit}","7","0.00278552"
"20387","{chocolate,frankfurter,waffles}","9","0.00358138"
"20388","{chocolate,frankfurter,waffles,whole milk}","5","0.00198965"
"20389","{chocolate,frankfurter,white bread}","10","0.00397931"
"20390","{chocolate,frankfurter,white bread,whole milk}","6","0.00238758"
"20391","{chocolate,frankfurter,whole milk}","14","0.00557103"
"20392","{chocolate,frankfurter,yogurt}","7","0.00278552"
"20393","{chocolate,frozen dessert}","7","0.00278552"
"20394","{chocolate,frozen dessert,other vegetables}","5","0.00198965"
"20395","{chocolate,frozen fish}","10","0.00397931"
"20396","{chocolate,frozen fish,pork}","5","0.00198965"
"20397","{chocolate,frozen fish,whole milk}","6","0.00238758"
"20398","{chocolate,frozen meals}","23","0.00915241"
"20399","{chocolate,frozen meals,fruit/vegetable juice}","6","0.00238758"
"20400","{chocolate,frozen meals,long life bakery product}","7","0.00278552"
"20401","{chocolate,frozen meals,other vegetables}","6","0.00238758"
"20402","{chocolate,frozen meals,pastry}","5","0.00198965"
"20403","{chocolate,frozen meals,pork}","5","0.00198965"
"20404","{chocolate,frozen meals,rolls/buns}","5","0.00198965"
"20405","{chocolate,frozen meals,shopping bags}","6","0.00238758"
"20406","{chocolate,frozen meals,soda}","6","0.00238758"
"20407","{chocolate,frozen meals,tropical fruit}","6","0.00238758"
"20408","{chocolate,frozen meals,tropical fruit,whole milk}","5","0.00198965"
"20409","{chocolate,frozen meals,whole milk}","11","0.00437724"
"20410","{chocolate,frozen meals,whole milk,yogurt}","5","0.00198965"
"20411","{chocolate,frozen meals,yogurt}","7","0.00278552"
"20412","{chocolate,frozen potato products}","11","0.00437724"
"20413","{chocolate,frozen potato products,other vegetables}","6","0.00238758"
"20414","{chocolate,frozen potato products,rolls/buns}","6","0.00238758"
"20415","{chocolate,frozen potato products,rolls/buns,whole milk}","5","0.00198965"
"20416","{chocolate,frozen potato products,soda}","5","0.00198965"
"20417","{chocolate,frozen potato products,soda,whole milk}","5","0.00198965"
"20418","{chocolate,frozen potato products,tropical fruit}","5","0.00198965"
"20419","{chocolate,frozen potato products,tropical fruit,whole milk}","5","0.00198965"
"20420","{chocolate,frozen potato products,whole milk}","8","0.00318345"
"20421","{chocolate,frozen potato products,yogurt}","5","0.00198965"
"20422","{chocolate,frozen vegetables}","25","0.00994827"
"20423","{chocolate,frozen vegetables,fruit/vegetable juice}","8","0.00318345"
"20424","{chocolate,frozen vegetables,fruit/vegetable juice,sausage}","5","0.00198965"
"20425","{chocolate,frozen vegetables,fruit/vegetable juice,soda}","5","0.00198965"
"20426","{chocolate,frozen vegetables,fruit/vegetable juice,whole milk}","6","0.00238758"
"20427","{chocolate,frozen vegetables,margarine}","5","0.00198965"
"20428","{chocolate,frozen vegetables,napkins}","6","0.00238758"
"20429","{chocolate,frozen vegetables,napkins,whole milk}","5","0.00198965"
"20430","{chocolate,frozen vegetables,other vegetables}","15","0.00596896"
"20431","{chocolate,frozen vegetables,other vegetables,root vegetables}","6","0.00238758"
"20432","{chocolate,frozen vegetables,other vegetables,root vegetables,whole milk}","6","0.00238758"
"20433","{chocolate,frozen vegetables,other vegetables,tropical fruit}","5","0.00198965"
"20434","{chocolate,frozen vegetables,other vegetables,whipped/sour cream}","5","0.00198965"
"20435","{chocolate,frozen vegetables,other vegetables,whole milk}","11","0.00437724"
"20436","{chocolate,frozen vegetables,other vegetables,yogurt}","5","0.00198965"
"20437","{chocolate,frozen vegetables,pip fruit}","6","0.00238758"
"20438","{chocolate,frozen vegetables,pork}","6","0.00238758"
"20439","{chocolate,frozen vegetables,pork,whole milk}","5","0.00198965"
"20440","{chocolate,frozen vegetables,root vegetables}","8","0.00318345"
"20441","{chocolate,frozen vegetables,root vegetables,whole milk}","8","0.00318345"
"20442","{chocolate,frozen vegetables,sausage}","6","0.00238758"
"20443","{chocolate,frozen vegetables,soda}","10","0.00397931"
"20444","{chocolate,frozen vegetables,soda,whole milk}","5","0.00198965"
"20445","{chocolate,frozen vegetables,tropical fruit}","9","0.00358138"
"20446","{chocolate,frozen vegetables,tropical fruit,whole milk}","7","0.00278552"
"20447","{chocolate,frozen vegetables,tropical fruit,yogurt}","5","0.00198965"
"20448","{chocolate,frozen vegetables,waffles}","5","0.00198965"
"20449","{chocolate,frozen vegetables,whipped/sour cream}","6","0.00238758"
"20450","{chocolate,frozen vegetables,whipped/sour cream,yogurt}","5","0.00198965"
"20451","{chocolate,frozen vegetables,whole milk}","17","0.00676482"
"20452","{chocolate,frozen vegetables,whole milk,yogurt}","5","0.00198965"
"20453","{chocolate,frozen vegetables,yogurt}","9","0.00358138"
"20454","{chocolate,fruit/vegetable juice}","67","0.0266614"
"20455","{chocolate,fruit/vegetable juice,grapes}","5","0.00198965"
"20456","{chocolate,fruit/vegetable juice,ham}","9","0.00358138"
"20457","{chocolate,fruit/vegetable juice,ham,processed cheese}","5","0.00198965"
"20458","{chocolate,fruit/vegetable juice,ham,whole milk}","6","0.00238758"
"20459","{chocolate,fruit/vegetable juice,hard cheese}","5","0.00198965"
"20460","{chocolate,fruit/vegetable juice,hygiene articles}","7","0.00278552"
"20461","{chocolate,fruit/vegetable juice,hygiene articles,soda}","5","0.00198965"
"20462","{chocolate,fruit/vegetable juice,hygiene articles,yogurt}","5","0.00198965"
"20463","{chocolate,fruit/vegetable juice,long life bakery product}","11","0.00437724"
"20464","{chocolate,fruit/vegetable juice,long life bakery product,other vegetables}","7","0.00278552"
"20465","{chocolate,fruit/vegetable juice,long life bakery product,other vegetables,whole milk}","5","0.00198965"
"20466","{chocolate,fruit/vegetable juice,long life bakery product,other vegetables,yogurt}","5","0.00198965"
"20467","{chocolate,fruit/vegetable juice,long life bakery product,root vegetables}","5","0.00198965"
"20468","{chocolate,fruit/vegetable juice,long life bakery product,whole milk}","7","0.00278552"
"20469","{chocolate,fruit/vegetable juice,long life bakery product,yogurt}","6","0.00238758"
"20470","{chocolate,fruit/vegetable juice,margarine}","9","0.00358138"
"20471","{chocolate,fruit/vegetable juice,margarine,whole milk}","7","0.00278552"
"20472","{chocolate,fruit/vegetable juice,napkins}","10","0.00397931"
"20473","{chocolate,fruit/vegetable juice,napkins,rolls/buns}","6","0.00238758"
"20474","{chocolate,fruit/vegetable juice,napkins,rolls/buns,whole milk}","5","0.00198965"
"20475","{chocolate,fruit/vegetable juice,napkins,soda}","6","0.00238758"
"20476","{chocolate,fruit/vegetable juice,napkins,whole milk}","7","0.00278552"
"20477","{chocolate,fruit/vegetable juice,napkins,yogurt}","7","0.00278552"
"20478","{chocolate,fruit/vegetable juice,newspapers}","12","0.00477517"
"20479","{chocolate,fruit/vegetable juice,newspapers,other vegetables}","6","0.00238758"
"20480","{chocolate,fruit/vegetable juice,newspapers,soda}","6","0.00238758"
"20481","{chocolate,fruit/vegetable juice,newspapers,tropical fruit}","5","0.00198965"
"20482","{chocolate,fruit/vegetable juice,newspapers,whole milk}","7","0.00278552"
"20483","{chocolate,fruit/vegetable juice,newspapers,yogurt}","7","0.00278552"
"20484","{chocolate,fruit/vegetable juice,onions}","7","0.00278552"
"20485","{chocolate,fruit/vegetable juice,onions,soda}","5","0.00198965"
"20486","{chocolate,fruit/vegetable juice,other vegetables}","28","0.0111421"
"20487","{chocolate,fruit/vegetable juice,other vegetables,pastry}","5","0.00198965"
"20488","{chocolate,fruit/vegetable juice,other vegetables,pip fruit}","5","0.00198965"
"20489","{chocolate,fruit/vegetable juice,other vegetables,rolls/buns}","7","0.00278552"
"20490","{chocolate,fruit/vegetable juice,other vegetables,rolls/buns,yogurt}","5","0.00198965"
"20491","{chocolate,fruit/vegetable juice,other vegetables,root vegetables}","10","0.00397931"
"20492","{chocolate,fruit/vegetable juice,other vegetables,root vegetables,whole milk}","6","0.00238758"
"20493","{chocolate,fruit/vegetable juice,other vegetables,sausage}","7","0.00278552"
"20494","{chocolate,fruit/vegetable juice,other vegetables,shopping bags}","7","0.00278552"
"20495","{chocolate,fruit/vegetable juice,other vegetables,soda}","8","0.00318345"
"20496","{chocolate,fruit/vegetable juice,other vegetables,soda,whole milk}","7","0.00278552"
"20497","{chocolate,fruit/vegetable juice,other vegetables,soda,yogurt}","5","0.00198965"
"20498","{chocolate,fruit/vegetable juice,other vegetables,soft cheese}","6","0.00238758"
"20499","{chocolate,fruit/vegetable juice,other vegetables,tropical fruit}","9","0.00358138"
"20500","{chocolate,fruit/vegetable juice,other vegetables,whipped/sour cream}","6","0.00238758"
"20501","{chocolate,fruit/vegetable juice,other vegetables,whipped/sour cream,yogurt}","5","0.00198965"
"20502","{chocolate,fruit/vegetable juice,other vegetables,white bread}","9","0.00358138"
"20503","{chocolate,fruit/vegetable juice,other vegetables,white bread,yogurt}","7","0.00278552"
"20504","{chocolate,fruit/vegetable juice,other vegetables,whole milk}","14","0.00557103"
"20505","{chocolate,fruit/vegetable juice,other vegetables,whole milk,yogurt}","6","0.00238758"
"20506","{chocolate,fruit/vegetable juice,other vegetables,yogurt}","13","0.0051731"
"20507","{chocolate,fruit/vegetable juice,pastry}","16","0.00636689"
"20508","{chocolate,fruit/vegetable juice,pastry,rolls/buns}","6","0.00238758"
"20509","{chocolate,fruit/vegetable juice,pastry,shopping bags}","7","0.00278552"
"20510","{chocolate,fruit/vegetable juice,pastry,soda}","5","0.00198965"
"20511","{chocolate,fruit/vegetable juice,pastry,tropical fruit}","5","0.00198965"
"20512","{chocolate,fruit/vegetable juice,pastry,white bread}","7","0.00278552"
"20513","{chocolate,fruit/vegetable juice,pastry,whole milk}","7","0.00278552"
"20514","{chocolate,fruit/vegetable juice,pastry,yogurt}","6","0.00238758"
"20515","{chocolate,fruit/vegetable juice,pip fruit}","11","0.00437724"
"20516","{chocolate,fruit/vegetable juice,pip fruit,root vegetables}","5","0.00198965"
"20517","{chocolate,fruit/vegetable juice,pip fruit,shopping bags}","5","0.00198965"
"20518","{chocolate,fruit/vegetable juice,pip fruit,whole milk}","6","0.00238758"
"20519","{chocolate,fruit/vegetable juice,pork}","7","0.00278552"
"20520","{chocolate,fruit/vegetable juice,pork,root vegetables}","6","0.00238758"
"20521","{chocolate,fruit/vegetable juice,processed cheese}","6","0.00238758"
"20522","{chocolate,fruit/vegetable juice,rice}","5","0.00198965"
"20523","{chocolate,fruit/vegetable juice,rolls/buns}","20","0.00795862"
"20524","{chocolate,fruit/vegetable juice,rolls/buns,shopping bags}","6","0.00238758"
"20525","{chocolate,fruit/vegetable juice,rolls/buns,soda}","8","0.00318345"
"20526","{chocolate,fruit/vegetable juice,rolls/buns,soda,yogurt}","5","0.00198965"
"20527","{chocolate,fruit/vegetable juice,rolls/buns,white bread}","6","0.00238758"
"20528","{chocolate,fruit/vegetable juice,rolls/buns,whole milk}","10","0.00397931"
"20529","{chocolate,fruit/vegetable juice,rolls/buns,yogurt}","9","0.00358138"
"20530","{chocolate,fruit/vegetable juice,root vegetables}","15","0.00596896"
"20531","{chocolate,fruit/vegetable juice,root vegetables,sausage}","6","0.00238758"
"20532","{chocolate,fruit/vegetable juice,root vegetables,sausage,whole milk}","5","0.00198965"
"20533","{chocolate,fruit/vegetable juice,root vegetables,soda}","5","0.00198965"
"20534","{chocolate,fruit/vegetable juice,root vegetables,tropical fruit}","5","0.00198965"
"20535","{chocolate,fruit/vegetable juice,root vegetables,whole milk}","9","0.00358138"
"20536","{chocolate,fruit/vegetable juice,salty snack}","7","0.00278552"
"20537","{chocolate,fruit/vegetable juice,salty snack,yogurt}","5","0.00198965"
"20538","{chocolate,fruit/vegetable juice,sausage}","15","0.00596896"
"20539","{chocolate,fruit/vegetable juice,sausage,soda}","6","0.00238758"
"20540","{chocolate,fruit/vegetable juice,sausage,soda,whole milk}","5","0.00198965"
"20541","{chocolate,fruit/vegetable juice,sausage,white bread}","5","0.00198965"
"20542","{chocolate,fruit/vegetable juice,sausage,whole milk}","10","0.00397931"
"20543","{chocolate,fruit/vegetable juice,shopping bags}","18","0.00716275"
"20544","{chocolate,fruit/vegetable juice,shopping bags,whipped/sour cream}","5","0.00198965"
"20545","{chocolate,fruit/vegetable juice,shopping bags,whole milk}","5","0.00198965"
"20546","{chocolate,fruit/vegetable juice,shopping bags,yogurt}","7","0.00278552"
"20547","{chocolate,fruit/vegetable juice,sliced cheese}","6","0.00238758"
"20548","{chocolate,fruit/vegetable juice,soda}","22","0.00875448"
"20549","{chocolate,fruit/vegetable juice,soda,whole milk}","13","0.0051731"
"20550","{chocolate,fruit/vegetable juice,soda,whole milk,yogurt}","5","0.00198965"
"20551","{chocolate,fruit/vegetable juice,soda,yogurt}","11","0.00437724"
"20552","{chocolate,fruit/vegetable juice,soft cheese}","7","0.00278552"
"20553","{chocolate,fruit/vegetable juice,soft cheese,whole milk}","5","0.00198965"
"20554","{chocolate,fruit/vegetable juice,specialty bar}","6","0.00238758"
"20555","{chocolate,fruit/vegetable juice,sugar}","8","0.00318345"
"20556","{chocolate,fruit/vegetable juice,sugar,whole milk}","5","0.00198965"
"20557","{chocolate,fruit/vegetable juice,tropical fruit}","15","0.00596896"
"20558","{chocolate,fruit/vegetable juice,tropical fruit,whole milk}","8","0.00318345"
"20559","{chocolate,fruit/vegetable juice,tropical fruit,yogurt}","7","0.00278552"
"20560","{chocolate,fruit/vegetable juice,waffles}","5","0.00198965"
"20561","{chocolate,fruit/vegetable juice,whipped/sour cream}","12","0.00477517"
"20562","{chocolate,fruit/vegetable juice,whipped/sour cream,yogurt}","8","0.00318345"
"20563","{chocolate,fruit/vegetable juice,white bread}","15","0.00596896"
"20564","{chocolate,fruit/vegetable juice,white bread,whole milk}","7","0.00278552"
"20565","{chocolate,fruit/vegetable juice,white bread,yogurt}","8","0.00318345"
"20566","{chocolate,fruit/vegetable juice,whole milk}","32","0.0127338"
"20567","{chocolate,fruit/vegetable juice,whole milk,yogurt}","10","0.00397931"
"20568","{chocolate,fruit/vegetable juice,yogurt}","24","0.00955034"
"20569","{chocolate,grapes}","24","0.00955034"
"20570","{chocolate,grapes,other vegetables}","11","0.00437724"
"20571","{chocolate,grapes,other vegetables,tropical fruit}","6","0.00238758"
"20572","{chocolate,grapes,other vegetables,tropical fruit,whole milk}","5","0.00198965"
"20573","{chocolate,grapes,other vegetables,whole milk}","7","0.00278552"
"20574","{chocolate,grapes,pastry}","7","0.00278552"
"20575","{chocolate,grapes,rolls/buns}","7","0.00278552"
"20576","{chocolate,grapes,root vegetables}","5","0.00198965"
"20577","{chocolate,grapes,sausage}","7","0.00278552"
"20578","{chocolate,grapes,shopping bags}","6","0.00238758"
"20579","{chocolate,grapes,soda}","5","0.00198965"
"20580","{chocolate,grapes,tropical fruit}","6","0.00238758"
"20581","{chocolate,grapes,tropical fruit,whole milk}","5","0.00198965"
"20582","{chocolate,grapes,whipped/sour cream}","7","0.00278552"
"20583","{chocolate,grapes,whole milk}","12","0.00477517"
"20584","{chocolate,grapes,yogurt}","5","0.00198965"
"20585","{chocolate,ham}","27","0.0107441"
"20586","{chocolate,ham,long life bakery product}","5","0.00198965"
"20587","{chocolate,ham,napkins}","5","0.00198965"
"20588","{chocolate,ham,napkins,rolls/buns}","5","0.00198965"
"20589","{chocolate,ham,other vegetables}","8","0.00318345"
"20590","{chocolate,ham,other vegetables,rolls/buns}","5","0.00198965"
"20591","{chocolate,ham,other vegetables,soda}","5","0.00198965"
"20592","{chocolate,ham,pastry}","10","0.00397931"
"20593","{chocolate,ham,pastry,whole milk}","6","0.00238758"
"20594","{chocolate,ham,pastry,yogurt}","5","0.00198965"
"20595","{chocolate,ham,processed cheese}","5","0.00198965"
"20596","{chocolate,ham,rolls/buns}","12","0.00477517"
"20597","{chocolate,ham,rolls/buns,sausage}","6","0.00238758"
"20598","{chocolate,ham,rolls/buns,soda}","5","0.00198965"
"20599","{chocolate,ham,rolls/buns,whole milk}","6","0.00238758"
"20600","{chocolate,ham,sausage}","9","0.00358138"
"20601","{chocolate,ham,shopping bags}","5","0.00198965"
"20602","{chocolate,ham,soda}","9","0.00358138"
"20603","{chocolate,ham,soda,whole milk}","6","0.00238758"
"20604","{chocolate,ham,specialty chocolate}","5","0.00198965"
"20605","{chocolate,ham,tropical fruit}","8","0.00318345"
"20606","{chocolate,ham,waffles}","6","0.00238758"
"20607","{chocolate,ham,whipped/sour cream}","7","0.00278552"
"20608","{chocolate,ham,whipped/sour cream,whole milk}","5","0.00198965"
"20609","{chocolate,ham,white bread}","7","0.00278552"
"20610","{chocolate,ham,whole milk}","15","0.00596896"
"20611","{chocolate,ham,whole milk,yogurt}","6","0.00238758"
"20612","{chocolate,ham,yogurt}","10","0.00397931"
"20613","{chocolate,hamburger meat}","24","0.00955034"
"20614","{chocolate,hamburger meat,other vegetables}","10","0.00397931"
"20615","{chocolate,hamburger meat,other vegetables,white bread}","6","0.00238758"
"20616","{chocolate,hamburger meat,other vegetables,whole milk}","6","0.00238758"
"20617","{chocolate,hamburger meat,other vegetables,yogurt}","5","0.00198965"
"20618","{chocolate,hamburger meat,pip fruit}","7","0.00278552"
"20619","{chocolate,hamburger meat,pip fruit,whole milk}","5","0.00198965"
"20620","{chocolate,hamburger meat,pork}","6","0.00238758"
"20621","{chocolate,hamburger meat,rolls/buns}","5","0.00198965"
"20622","{chocolate,hamburger meat,root vegetables}","5","0.00198965"
"20623","{chocolate,hamburger meat,root vegetables,whole milk}","5","0.00198965"
"20624","{chocolate,hamburger meat,salty snack}","5","0.00198965"
"20625","{chocolate,hamburger meat,sausage}","8","0.00318345"
"20626","{chocolate,hamburger meat,whipped/sour cream}","5","0.00198965"
"20627","{chocolate,hamburger meat,white bread}","7","0.00278552"
"20628","{chocolate,hamburger meat,white bread,whole milk}","5","0.00198965"
"20629","{chocolate,hamburger meat,white bread,yogurt}","5","0.00198965"
"20630","{chocolate,hamburger meat,whole milk}","16","0.00636689"
"20631","{chocolate,hamburger meat,whole milk,yogurt}","6","0.00238758"
"20632","{chocolate,hamburger meat,yogurt}","9","0.00358138"
"20633","{chocolate,hard cheese}","21","0.00835655"
"20634","{chocolate,hard cheese,other vegetables}","11","0.00437724"
"20635","{chocolate,hard cheese,other vegetables,sausage}","5","0.00198965"
"20636","{chocolate,hard cheese,other vegetables,whipped/sour cream}","5","0.00198965"
"20637","{chocolate,hard cheese,other vegetables,yogurt}","5","0.00198965"
"20638","{chocolate,hard cheese,pip fruit}","5","0.00198965"
"20639","{chocolate,hard cheese,root vegetables}","5","0.00198965"
"20640","{chocolate,hard cheese,sausage}","8","0.00318345"
"20641","{chocolate,hard cheese,sliced cheese}","5","0.00198965"
"20642","{chocolate,hard cheese,soda}","6","0.00238758"
"20643","{chocolate,hard cheese,tropical fruit}","6","0.00238758"
"20644","{chocolate,hard cheese,whipped/sour cream}","5","0.00198965"
"20645","{chocolate,hard cheese,white bread}","5","0.00198965"
"20646","{chocolate,hard cheese,whole milk}","9","0.00358138"
"20647","{chocolate,hard cheese,whole milk,yogurt}","6","0.00238758"
"20648","{chocolate,hard cheese,yogurt}","8","0.00318345"
"20649","{chocolate,herbs}","5","0.00198965"
"20650","{chocolate,house keeping products}","13","0.0051731"
"20651","{chocolate,house keeping products,napkins}","6","0.00238758"
"20652","{chocolate,house keeping products,napkins,tropical fruit}","5","0.00198965"
"20653","{chocolate,house keeping products,napkins,whole milk}","5","0.00198965"
"20654","{chocolate,house keeping products,other vegetables}","6","0.00238758"
"20655","{chocolate,house keeping products,sausage}","5","0.00198965"
"20656","{chocolate,house keeping products,soda}","5","0.00198965"
"20657","{chocolate,house keeping products,tropical fruit}","6","0.00238758"
"20658","{chocolate,house keeping products,tropical fruit,whole milk}","5","0.00198965"
"20659","{chocolate,house keeping products,whole milk}","8","0.00318345"
"20660","{chocolate,house keeping products,yogurt}","6","0.00238758"
"20661","{chocolate,hygiene articles}","27","0.0107441"
"20662","{chocolate,hygiene articles,long life bakery product}","5","0.00198965"
"20663","{chocolate,hygiene articles,napkins}","9","0.00358138"
"20664","{chocolate,hygiene articles,napkins,whole milk}","6","0.00238758"
"20665","{chocolate,hygiene articles,onions}","5","0.00198965"
"20666","{chocolate,hygiene articles,other vegetables}","8","0.00318345"
"20667","{chocolate,hygiene articles,other vegetables,tropical fruit}","5","0.00198965"
"20668","{chocolate,hygiene articles,pastry}","9","0.00358138"
"20669","{chocolate,hygiene articles,pip fruit}","9","0.00358138"
"20670","{chocolate,hygiene articles,pip fruit,whole milk}","5","0.00198965"
"20671","{chocolate,hygiene articles,pork}","7","0.00278552"
"20672","{chocolate,hygiene articles,rolls/buns}","5","0.00198965"
"20673","{chocolate,hygiene articles,root vegetables}","9","0.00358138"
"20674","{chocolate,hygiene articles,root vegetables,whole milk}","7","0.00278552"
"20675","{chocolate,hygiene articles,salty snack}","6","0.00238758"
"20676","{chocolate,hygiene articles,sausage}","6","0.00238758"
"20677","{chocolate,hygiene articles,sausage,whole milk}","5","0.00198965"
"20678","{chocolate,hygiene articles,shopping bags}","5","0.00198965"
"20679","{chocolate,hygiene articles,soda}","11","0.00437724"
"20680","{chocolate,hygiene articles,soda,yogurt}","5","0.00198965"
"20681","{chocolate,hygiene articles,tropical fruit}","9","0.00358138"
"20682","{chocolate,hygiene articles,whipped/sour cream}","5","0.00198965"
"20683","{chocolate,hygiene articles,whole milk}","13","0.0051731"
"20684","{chocolate,hygiene articles,yogurt}","7","0.00278552"
"20685","{chocolate,ice cream}","12","0.00477517"
"20686","{chocolate,ketchup}","6","0.00238758"
"20687","{chocolate,long life bakery product}","52","0.0206924"
"20688","{chocolate,long life bakery product,margarine}","5","0.00198965"
"20689","{chocolate,long life bakery product,mayonnaise}","5","0.00198965"
"20690","{chocolate,long life bakery product,mayonnaise,other vegetables}","5","0.00198965"
"20691","{chocolate,long life bakery product,mustard}","8","0.00318345"
